case_id,state,land_category,location_type,tenure_type,land_area_m2,acquisition_area_m2,building_age_years,market_value_myr,statutory_disturbance_myr,relocation_allowance_myr,recommended_compensation_myr
CASE-2026-TR-03517,Selangor,Building,Suburban,Freehold,881,521,36,1814000,272100,8000,2094100
CASE-2026-TR-03518,Melaka,Building,Suburban,Leasehold,2047,744,10,2370000,355500,8000,2733500
CASE-2026-TR-03519,Kelantan,Agriculture,Rural,Freehold,17997,6789,25,2864000,429600,8000,3301600
CASE-2026-TR-03520,Perak,Building,Rural,Freehold,2751,2164,11,4662000,699300,8000,5369300
CASE-2026-TR-03521,Johor,Building,Urban,Leasehold,477,337,29,1041000,156200,8000,1205200
CASE-2026-TR-03522,Johor,Agriculture,Suburban,Freehold,5544,4183,24,2380000,357000,8000,2745000
CASE-2026-TR-03523,Kedah,Industry,Suburban,Freehold,15155,6149,31,11530000,1729500,8000,13267500
CASE-2026-TR-03524,Perak,Building,Rural,Leasehold,2495,842,27,1654000,248100,8000,1910100
CASE-2026-TR-03525,Melaka,Building,Rural,Freehold,228,107,8,289000,43400,8000,340400
CASE-2026-TR-03526,Selangor,Building,Suburban,Freehold,725,421,3,1806000,270900,8000,2084900
CASE-2026-TR-03527,Terengganu,Building,Suburban,Leasehold,2167,1389,30,2961000,444200,8000,3413200
CASE-2026-TR-03528,Negeri Sembilan,Agriculture,Urban,Freehold,9353,4949,13,3083000,462400,8000,3553400
CASE-2026-TR-03529,Johor,Agriculture,Urban,Freehold,16045,5640,16,4330000,649500,8000,4987500
CASE-2026-TR-03530,Pulau Pinang,Building,Suburban,Freehold,1845,1643,35,5127000,769000,8000,5904000
CASE-2026-TR-03531,Pulau Pinang,Agriculture,Rural,Leasehold,15547,4486,22,2533000,380000,8000,2921000
CASE-2026-TR-03532,Perlis,Agriculture,Urban,Leasehold,13489,4526,31,2540000,381000,8000,2929000
CASE-2026-TR-03533,Melaka,Agriculture,Suburban,Leasehold,14122,12287,23,5641000,846200,8000,6495200
CASE-2026-TR-03534,Pahang,Industry,Suburban,Freehold,20158,17205,4,37663000,5649400,8000,43320400
CASE-2026-TR-03535,Kelantan,Industry,Rural,Freehold,1100,335,23,554000,83100,8000,645100
CASE-2026-TR-03536,Johor,Agriculture,Rural,Freehold,10578,2908,11,1570000,235500,8000,1813500
CASE-2026-TR-03537,Pahang,Building,Urban,Freehold,2590,1119,39,3205000,480800,8000,3693800
CASE-2026-TR-03538,Sarawak,Building,Urban,Leasehold,567,496,13,1505000,225800,8000,1738800
CASE-2026-TR-03539,Perak,Industry,Suburban,Freehold,17432,15428,15,32146000,4821900,8000,36975900
CASE-2026-TR-03540,Selangor,Agriculture,Suburban,Malay Reserve,16649,4039,25,2715000,407200,8000,3130200
CASE-2026-TR-03541,Kedah,Agriculture,Suburban,Freehold,4970,2782,32,1318000,197700,8000,1523700
CASE-2026-TR-03542,Terengganu,Building,Rural,Leasehold,1827,779,6,1741000,261200,8000,2010200
CASE-2026-TR-03543,Selangor,Agriculture,Urban,Malay Reserve,13120,3566,7,2846000,426900,8000,3280900
CASE-2026-TR-03544,Terengganu,Agriculture,Urban,Leasehold,5316,1552,38,859000,128800,8000,995800
CASE-2026-TR-03545,Pulau Pinang,Building,Suburban,Freehold,624,263,12,939000,140800,8000,1087800
CASE-2026-TR-03546,Melaka,Building,Urban,Freehold,2769,2136,19,8070000,1210500,8000,9288500
CASE-2026-TR-03547,Selangor,Industry,Rural,Freehold,14064,7199,29,17124000,2568600,8000,19700600
CASE-2026-TR-03548,Terengganu,Building,Urban,Freehold,558,155,38,489000,73400,8000,570400
CASE-2026-TR-03549,Kelantan,Building,Rural,Leasehold,1365,791,29,1326000,198900,8000,1532900
CASE-2026-TR-03550,Kelantan,Agriculture,Rural,Leasehold,16823,11922,37,3861000,579200,8000,4448200
CASE-2026-TR-03551,Kedah,Building,Urban,Freehold,1129,920,5,2868000,430200,8000,3306200
CASE-2026-TR-03552,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Leasehold,11295,4491,37,4127000,619000,8000,4754000
CASE-2026-TR-03553,Negeri Sembilan,Agriculture,Urban,Leasehold,5402,2663,2,1696000,254400,8000,1958400
CASE-2026-TR-03554,Pahang,Agriculture,Suburban,Freehold,15066,5490,37,2658000,398700,8000,3064700
CASE-2026-TR-03555,Sabah,Agriculture,Rural,Freehold,7737,1747,9,778000,116700,8000,902700
CASE-2026-TR-03556,Selangor,Building,Rural,Malay Reserve,2450,1352,30,3593000,539000,8000,4140000
CASE-2026-TR-03557,Selangor,Agriculture,Suburban,Malay Reserve,12885,3616,14,2459000,368800,8000,2835800
CASE-2026-TR-03558,Kelantan,Agriculture,Suburban,Freehold,13537,8415,32,3211000,481600,8000,3700600
CASE-2026-TR-03559,Melaka,Building,Suburban,Freehold,2893,1989,8,6847000,1027000,8000,7882000
CASE-2026-TR-03560,Kedah,Agriculture,Rural,Leasehold,3972,1196,15,459000,68800,8000,535800
CASE-2026-TR-03561,Pahang,Agriculture,Urban,Malay Reserve,9770,8762,5,4646000,696900,8000,5350900
CASE-2026-TR-03562,Johor,Building,Urban,Leasehold,219,194,38,590000,88500,8000,686500
CASE-2026-TR-03563,Kedah,Building,Suburban,Malay Reserve,1272,604,30,1497000,224600,8000,1729600
CASE-2026-TR-03564,Johor,Building,Urban,Leasehold,1045,978,17,3230000,484500,8000,3722500
CASE-2026-TR-03565,Terengganu,Agriculture,Urban,Leasehold,18060,10116,15,4724000,708600,8000,5440600
CASE-2026-TR-03566,Johor,Building,Rural,Malay Reserve,1621,885,36,1907000,286000,8000,2201000
CASE-2026-TR-03567,Pahang,Industry,Suburban,Freehold,14356,6209,30,11210000,1681500,8000,12899500
CASE-2026-TR-03568,Selangor,Agriculture,Rural,Freehold,19151,17014,0,9566000,1434900,8000,11008900
CASE-2026-TR-03569,Sarawak,Building,Rural,Malay Reserve,2040,1157,36,2359000,353800,8000,2720800
CASE-2026-TR-03570,Wilayah Persekutuan Kuala Lumpur,Building,Rural,Malay Reserve,1265,712,27,2213000,332000,8000,2553000
CASE-2026-TR-03571,Kelantan,Agriculture,Urban,Freehold,17427,10318,5,5993000,899000,8000,6900000
CASE-2026-TR-03572,Pulau Pinang,Industry,Suburban,Leasehold,21800,10877,14,27501000,4125200,8000,31634200
CASE-2026-TR-03573,Sabah,Building,Rural,Freehold,1466,397,20,1120000,168000,8000,1296000
CASE-2026-TR-03574,Selangor,Industry,Urban,Freehold,18228,14472,1,51847000,7777000,8000,59632000
CASE-2026-TR-03575,Kedah,Agriculture,Suburban,Leasehold,16852,11017,21,5430000,814500,8000,6252500
CASE-2026-TR-03576,Pulau Pinang,Agriculture,Urban,Leasehold,9289,7823,39,5255000,788200,8000,6051200
CASE-2026-TR-03577,Pulau Pinang,Industry,Urban,Freehold,15971,11760,20,36547000,5482000,8000,42037000
CASE-2026-TR-03578,Perak,Building,Rural,Leasehold,2200,2089,15,4947000,742000,8000,5697000
CASE-2026-TR-03579,Johor,Industry,Urban,Leasehold,5616,2383,31,6039000,905800,8000,6952800
CASE-2026-TR-03580,Selangor,Building,Urban,Freehold,2893,1455,14,6829000,1024400,8000,7861400
CASE-2026-TR-03581,Selangor,Agriculture,Suburban,Freehold,13899,11829,27,8341000,1251200,8000,9600200
CASE-2026-TR-03582,Selangor,Building,Suburban,Malay Reserve,1977,1527,26,5345000,801800,8000,6154800
CASE-2026-TR-03583,Selangor,Building,Suburban,Freehold,1039,866,36,2972000,445800,8000,3425800
CASE-2026-TR-03584,Pahang,Building,Urban,Freehold,2224,940,34,2525000,378800,8000,2911800
CASE-2026-TR-03585,Selangor,Building,Suburban,Freehold,1159,308,14,1291000,193600,8000,1492600
CASE-2026-TR-03586,Kedah,Agriculture,Suburban,Freehold,5454,3462,37,1558000,233700,8000,1799700
CASE-2026-TR-03587,Johor,Building,Urban,Freehold,654,350,5,1606000,240900,8000,1854900
CASE-2026-TR-03588,Johor,Building,Urban,Freehold,1518,417,28,1522000,228300,8000,1758300
CASE-2026-TR-03589,Selangor,Agriculture,Urban,Freehold,15271,7247,8,6559000,983800,8000,7550800
CASE-2026-TR-03590,Melaka,Agriculture,Suburban,Malay Reserve,7831,4638,18,2471000,370600,8000,2849600
CASE-2026-TR-03591,Pulau Pinang,Building,Urban,Freehold,2209,812,20,3450000,517500,8000,3975500
CASE-2026-TR-03592,Selangor,Agriculture,Suburban,Malay Reserve,4473,2206,13,1438000,215700,8000,1661700
CASE-2026-TR-03593,Selangor,Agriculture,Urban,Leasehold,9988,2095,21,1920000,288000,8000,2216000
CASE-2026-TR-03594,Terengganu,Building,Suburban,Freehold,1257,347,27,960000,144000,8000,1112000
CASE-2026-TR-03595,Pulau Pinang,Building,Urban,Freehold,2558,1665,30,6865000,1029800,8000,7902800
CASE-2026-TR-03596,Johor,Building,Suburban,Freehold,344,137,15,452000,67800,8000,527800
CASE-2026-TR-03597,Selangor,Building,Suburban,Freehold,954,414,29,1503000,225400,8000,1736400
CASE-2026-TR-03598,Pulau Pinang,Building,Urban,Malay Reserve,336,165,33,613000,92000,8000,713000
CASE-2026-TR-03599,Pulau Pinang,Agriculture,Rural,Leasehold,19761,8404,30,4389000,658400,8000,5055400
CASE-2026-TR-03600,Selangor,Building,Rural,Freehold,2667,838,12,2914000,437100,8000,3359100
CASE-2026-TR-03601,Pulau Pinang,Agriculture,Urban,Leasehold,13703,5959,22,4726000,708900,8000,5442900
CASE-2026-TR-03602,Johor,Building,Suburban,Freehold,157,81,17,278000,41700,8000,327700
CASE-2026-TR-03603,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Freehold,683,289,22,1435000,215200,8000,1658200
CASE-2026-TR-03604,Pulau Pinang,Agriculture,Urban,Leasehold,7019,6008,8,4433000,665000,8000,5106000
CASE-2026-TR-03605,Johor,Building,Urban,Freehold,2012,1045,38,3836000,575400,8000,4419400
CASE-2026-TR-03606,Kelantan,Building,Suburban,Malay Reserve,2746,1700,13,3616000,542400,8000,4166400
CASE-2026-TR-03607,Melaka,Building,Suburban,Freehold,2681,986,39,2646000,396900,8000,3050900
CASE-2026-TR-03608,Wilayah Persekutuan Kuala Lumpur,Building,Rural,Freehold,2249,1536,17,5159000,773800,8000,5940800
CASE-2026-TR-03609,Pulau Pinang,Building,Suburban,Malay Reserve,157,67,11,225000,33800,8000,266800
CASE-2026-TR-03610,Perak,Industry,Urban,Freehold,2600,1481,1,3969000,595400,8000,4572400
CASE-2026-TR-03611,Negeri Sembilan,Building,Suburban,Freehold,1825,1280,9,4125000,618800,8000,4751800
CASE-2026-TR-03612,Selangor,Agriculture,Urban,Freehold,7238,6443,12,5342000,801300,8000,6151300
CASE-2026-TR-03613,Perak,Building,Rural,Leasehold,210,67,27,147000,22000,8000,177000
CASE-2026-TR-03614,Pulau Pinang,Building,Suburban,Leasehold,1435,872,2,3339000,500800,8000,3847800
CASE-2026-TR-03615,Selangor,Building,Rural,Freehold,2255,644,35,1888000,283200,8000,2179200
CASE-2026-TR-03616,Johor,Building,Suburban,Freehold,613,558,18,1748000,262200,8000,2018200
CASE-2026-TR-03617,Johor,Building,Urban,Leasehold,571,370,22,1458000,218700,8000,1684700
CASE-2026-TR-03618,Pulau Pinang,Building,Rural,Leasehold,285,117,25,325000,48800,8000,381800
CASE-2026-TR-03619,Pulau Pinang,Agriculture,Urban,Freehold,10797,3239,31,2664000,399600,8000,3071600
CASE-2026-TR-03620,Selangor,Building,Urban,Freehold,2381,1362,30,5885000,882800,8000,6775800
CASE-2026-TR-03621,Pulau Pinang,Building,Suburban,Leasehold,1714,713,22,2415000,362200,8000,2785200
CASE-2026-TR-03622,Perak,Agriculture,Urban,Freehold,4698,3443,17,1904000,285600,8000,2197600
CASE-2026-TR-03623,Kedah,Building,Suburban,Malay Reserve,480,237,16,671000,100600,8000,779600
CASE-2026-TR-03624,Selangor,Building,Rural,Freehold,279,182,23,579000,86800,8000,673800
CASE-2026-TR-03625,Melaka,Agriculture,Urban,Freehold,14710,10489,4,7421000,1113200,8000,8542200
CASE-2026-TR-03626,Kelantan,Building,Rural,Leasehold,2134,820,35,1604000,240600,8000,1852600
CASE-2026-TR-03627,Johor,Agriculture,Urban,Freehold,13601,6862,11,5225000,783800,8000,6016800
CASE-2026-TR-03628,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Leasehold,10540,4276,17,4254000,638100,8000,4900100
CASE-2026-TR-03629,Selangor,Building,Urban,Freehold,2259,1284,20,5591000,838600,8000,6437600
CASE-2026-TR-03630,Pulau Pinang,Agriculture,Suburban,Freehold,18191,6689,37,4430000,664500,8000,5102500
CASE-2026-TR-03631,Johor,Agriculture,Urban,Freehold,18175,9820,19,7219000,1082800,8000,8309800
CASE-2026-TR-03632,Johor,Agriculture,Suburban,Freehold,16267,11870,17,7024000,1053600,8000,8085600
CASE-2026-TR-03633,Kelantan,Building,Suburban,Freehold,657,467,10,1311000,196600,8000,1515600
CASE-2026-TR-03634,Kelantan,Building,Urban,Malay Reserve,966,267,37,690000,103500,8000,801500
CASE-2026-TR-03635,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Malay Reserve,1003,270,21,1159000,173800,8000,1340800
CASE-2026-TR-03636,Johor,Building,Rural,Freehold,710,293,34,719000,107800,8000,834800
CASE-2026-TR-03637,Kedah,Agriculture,Suburban,Freehold,19664,15073,10,6934000,1040100,8000,7982100
CASE-2026-TR-03638,Johor,Industry,Suburban,Leasehold,14893,6325,24,15860000,2379000,8000,18247000
CASE-2026-TR-03639,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Leasehold,2289,945,38,4447000,667000,8000,5122000
CASE-2026-TR-03640,Melaka,Agriculture,Suburban,Leasehold,4185,2210,25,1089000,163400,8000,1260400
CASE-2026-TR-03641,Selangor,Building,Suburban,Freehold,1944,937,10,3765000,564800,8000,4337800
CASE-2026-TR-03642,Johor,Building,Suburban,Leasehold,1016,734,22,2181000,327200,8000,2516200
CASE-2026-TR-03643,Selangor,Building,Urban,Freehold,1701,439,36,1979000,296800,8000,2283800
CASE-2026-TR-03644,Pulau Pinang,Industry,Suburban,Freehold,3741,1720,13,4968000,745200,8000,5721200
CASE-2026-TR-03645,Pulau Pinang,Building,Rural,Malay Reserve,662,342,1,1070000,160500,8000,1238500
CASE-2026-TR-03646,Johor,Building,Urban,Leasehold,1017,537,15,2071000,310600,8000,2389600
CASE-2026-TR-03647,Perak,Building,Suburban,Leasehold,1719,624,33,1482000,222300,8000,1712300
CASE-2026-TR-03648,Selangor,Agriculture,Urban,Freehold,11672,8353,29,6817000,1022600,8000,7847600
CASE-2026-TR-03649,Pulau Pinang,Building,Suburban,Freehold,165,155,2,654000,98100,8000,760100
CASE-2026-TR-03650,Selangor,Building,Suburban,Leasehold,1118,682,14,2441000,366200,8000,2815200
CASE-2026-TR-03651,Melaka,Agriculture,Rural,Freehold,8915,3069,39,1291000,193600,8000,1492600
CASE-2026-TR-03652,Sabah,Building,Suburban,Leasehold,2115,1824,17,4775000,716200,8000,5499200
CASE-2026-TR-03653,Negeri Sembilan,Agriculture,Urban,Leasehold,19435,11453,4,7871000,1180600,8000,9059600
CASE-2026-TR-03654,Selangor,Agriculture,Suburban,Freehold,13786,10466,32,7658000,1148700,8000,8814700
CASE-2026-TR-03655,Negeri Sembilan,Building,Suburban,Freehold,2680,2255,5,7419000,1112800,8000,8539800
CASE-2026-TR-03656,Selangor,Agriculture,Suburban,Leasehold,14850,6246,17,4306000,645900,8000,4959900
CASE-2026-TR-03657,Selangor,Agriculture,Rural,Freehold,12871,7049,23,3911000,586600,8000,4505600
CASE-2026-TR-03658,Johor,Agriculture,Rural,Leasehold,2710,792,30,395000,59200,8000,462200
CASE-2026-TR-03659,Johor,Industry,Rural,Freehold,11711,9142,6,17319000,2597800,8000,19924800
CASE-2026-TR-03660,Selangor,Agriculture,Suburban,Freehold,14711,7627,22,5238000,785700,8000,6031700
CASE-2026-TR-03661,Pulau Pinang,Building,Suburban,Leasehold,2265,1849,14,5806000,870900,8000,6684900
CASE-2026-TR-03662,Sarawak,Building,Suburban,Leasehold,759,349,23,1007000,151000,8000,1166000
CASE-2026-TR-03663,Selangor,Agriculture,Suburban,Leasehold,16705,4480,26,3184000,477600,8000,3669600
CASE-2026-TR-03664,Johor,Agriculture,Suburban,Malay Reserve,10233,7231,26,3948000,592200,8000,4548200
CASE-2026-TR-03665,Kedah,Building,Urban,Leasehold,556,490,32,1240000,186000,8000,1434000
CASE-2026-TR-03666,Perak,Building,Rural,Leasehold,1772,881,10,2004000,300600,8000,2312600
CASE-2026-TR-03667,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Leasehold,524,399,20,1748000,262200,8000,2018200
CASE-2026-TR-03668,Sarawak,Building,Suburban,Leasehold,1211,712,34,1623000,243400,8000,1874400
CASE-2026-TR-03669,Selangor,Agriculture,Urban,Leasehold,12487,3067,28,2755000,413200,8000,3176200
CASE-2026-TR-03670,Pulau Pinang,Agriculture,Rural,Leasehold,5135,2248,18,1169000,175400,8000,1352400
CASE-2026-TR-03671,Johor,Building,Urban,Freehold,2554,678,1,3063000,459400,8000,3530400
CASE-2026-TR-03672,Pulau Pinang,Agriculture,Urban,Leasehold,15158,7872,10,6511000,976600,8000,7495600
CASE-2026-TR-03673,Wilayah Persekutuan Kuala Lumpur,Agriculture,Rural,Leasehold,6159,4079,25,2285000,342800,8000,2635800
CASE-2026-TR-03674,Pulau Pinang,Building,Urban,Freehold,2803,2340,17,9925000,1488800,8000,11421800
CASE-2026-TR-03675,Pulau Pinang,Building,Rural,Malay Reserve,2333,1547,10,4612000,691800,8000,5311800
CASE-2026-TR-03676,Selangor,Agriculture,Rural,Malay Reserve,2131,1512,36,709000,106400,8000,823400
CASE-2026-TR-03677,Selangor,Industry,Suburban,Malay Reserve,1665,1079,2,3131000,469600,8000,3608600
CASE-2026-TR-03678,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Freehold,1106,585,12,2947000,442000,8000,3397000
CASE-2026-TR-03679,Pahang,Industry,Suburban,Malay Reserve,16025,7907,1,16733000,2510000,8000,19251000
CASE-2026-TR-03680,Selangor,Agriculture,Rural,Leasehold,16214,13063,12,7036000,1055400,8000,8099400
CASE-2026-TR-03681,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,908,649,28,2616000,392400,8000,3016400
CASE-2026-TR-03682,Pulau Pinang,Industry,Urban,Leasehold,1276,653,12,2185000,327800,8000,2520800
CASE-2026-TR-03683,Selangor,Agriculture,Suburban,Leasehold,7072,5484,13,3927000,589000,8000,4524000
CASE-2026-TR-03684,Terengganu,Building,Suburban,Leasehold,2065,674,6,2010000,301500,8000,2319500
CASE-2026-TR-03685,Pulau Pinang,Agriculture,Urban,Freehold,10089,7337,25,5553000,833000,8000,6394000
CASE-2026-TR-03686,Selangor,Building,Suburban,Malay Reserve,1543,988,24,3228000,484200,8000,3720200
CASE-2026-TR-03687,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,2891,729,19,3308000,496200,8000,3812200
CASE-2026-TR-03688,Pulau Pinang,Agriculture,Urban,Leasehold,3223,1670,14,1250000,187500,8000,1445500
CASE-2026-TR-03689,Selangor,Agriculture,Urban,Freehold,10704,5482,14,5038000,755700,8000,5801700
CASE-2026-TR-03690,Selangor,Agriculture,Urban,Freehold,12134,5756,7,5342000,801300,8000,6151300
CASE-2026-TR-03691,Selangor,Agriculture,Urban,Leasehold,5021,3597,19,2813000,422000,8000,3243000
CASE-2026-TR-03692,Pulau Pinang,Building,Rural,Freehold,2087,723,4,2771000,415600,8000,3194600
CASE-2026-TR-03693,Kedah,Building,Rural,Malay Reserve,620,198,29,397000,59600,8000,464600
CASE-2026-TR-03694,Kelantan,Building,Urban,Freehold,608,369,12,1097000,164600,8000,1269600
CASE-2026-TR-03695,Perak,Building,Suburban,Leasehold,2862,1031,33,2446000,366900,8000,2820900
CASE-2026-TR-03696,Kelantan,Building,Rural,Leasehold,1525,1325,29,2343000,351400,8000,2702400
CASE-2026-TR-03697,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Leasehold,6715,3243,33,2410000,361500,8000,2779500
CASE-2026-TR-03698,Melaka,Industry,Rural,Freehold,23084,11492,9,25698000,3854700,8000,29560700
CASE-2026-TR-03699,Pahang,Building,Suburban,Leasehold,1526,544,3,1677000,251600,8000,1936600
CASE-2026-TR-03700,Selangor,Industry,Urban,Leasehold,24327,10543,13,35243000,5286400,8000,40537400
CASE-2026-TR-03701,Wilayah Persekutuan Putrajaya,Building,Urban,Freehold,2200,1316,8,5539000,830800,8000,6377800
CASE-2026-TR-03702,Selangor,Agriculture,Urban,Leasehold,17372,9287,4,8910000,1336500,8000,10254500
CASE-2026-TR-03703,Melaka,Building,Urban,Freehold,1790,1656,23,5012000,751800,8000,5771800
CASE-2026-TR-03704,Kedah,Agriculture,Suburban,Freehold,12907,8119,9,4030000,604500,8000,4642500
CASE-2026-TR-03705,Johor,Building,Suburban,Freehold,380,255,5,786000,117900,8000,911900
CASE-2026-TR-03706,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Leasehold,1051,824,9,3308000,496200,8000,3812200
CASE-2026-TR-03707,Johor,Building,Suburban,Malay Reserve,2528,2377,8,7498000,1124700,8000,8630700
CASE-2026-TR-03708,Selangor,Building,Suburban,Leasehold,899,735,28,2426000,363900,8000,2797900
CASE-2026-TR-03709,Perak,Building,Rural,Freehold,2867,2384,16,5408000,811200,8000,6227200
CASE-2026-TR-03710,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Leasehold,2899,1544,34,6400000,960000,8000,7368000
CASE-2026-TR-03711,Pulau Pinang,Agriculture,Suburban,Malay Reserve,2073,883,32,547000,82000,8000,637000
CASE-2026-TR-03712,Kedah,Building,Urban,Leasehold,909,482,38,1265000,189800,8000,1462800
CASE-2026-TR-03713,Kelantan,Building,Urban,Freehold,1311,562,8,1959000,293800,8000,2260800
CASE-2026-TR-03714,Kedah,Agriculture,Suburban,Leasehold,2725,2227,19,1126000,168900,8000,1302900
CASE-2026-TR-03715,Johor,Agriculture,Suburban,Leasehold,6602,4397,4,2540000,381000,8000,2929000
CASE-2026-TR-03716,Selangor,Building,Suburban,Freehold,2822,1244,3,5381000,807200,8000,6196200
CASE-2026-TR-03717,Kedah,Agriculture,Suburban,Leasehold,18143,4642,38,2206000,330900,8000,2544900
CASE-2026-TR-03718,Johor,Building,Suburban,Malay Reserve,499,349,2,1148000,172200,8000,1328200
CASE-2026-TR-03719,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,2021,1618,32,5840000,876000,8000,6724000
CASE-2026-TR-03720,Pulau Pinang,Agriculture,Suburban,Leasehold,2332,535,12,384000,57600,8000,449600
CASE-2026-TR-03721,Selangor,Agriculture,Suburban,Freehold,12183,9036,11,6134000,920100,8000,7062100
CASE-2026-TR-03722,Selangor,Industry,Urban,Freehold,23247,11622,24,37234000,5585100,8000,42827100
CASE-2026-TR-03723,Kelantan,Building,Urban,Freehold,1490,849,3,3019000,452800,8000,3479800
CASE-2026-TR-03724,Perak,Building,Rural,Leasehold,885,513,28,1107000,166000,8000,1281000
CASE-2026-TR-03725,Melaka,Building,Rural,Freehold,919,507,21,1425000,213800,8000,1646800
CASE-2026-TR-03726,Melaka,Building,Suburban,Leasehold,2687,2404,18,5786000,867900,8000,6661900
CASE-2026-TR-03727,Negeri Sembilan,Building,Suburban,Freehold,1713,827,7,2950000,442500,8000,3400500
CASE-2026-TR-03728,Kedah,Industry,Urban,Freehold,17791,4514,15,11236000,1685400,8000,12929400
CASE-2026-TR-03729,Pahang,Building,Suburban,Freehold,2008,620,14,1542000,231300,8000,1781300
CASE-2026-TR-03730,Johor,Agriculture,Urban,Leasehold,14973,10916,30,6657000,998600,8000,7663600
CASE-2026-TR-03731,Negeri Sembilan,Agriculture,Urban,Freehold,15062,5296,15,3473000,521000,8000,4002000
CASE-2026-TR-03732,Johor,Building,Rural,Freehold,2452,940,37,2408000,361200,8000,2777200
CASE-2026-TR-03733,Johor,Building,Urban,Freehold,603,160,32,669000,100400,8000,777400
CASE-2026-TR-03734,Johor,Building,Suburban,Freehold,2269,1868,10,6319000,947800,8000,7274800
CASE-2026-TR-03735,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Leasehold,399,353,31,1401000,210200,8000,1619200
CASE-2026-TR-03736,Sarawak,Building,Suburban,Leasehold,1096,887,14,2428000,364200,8000,2800200
CASE-2026-TR-03737,Selangor,Agriculture,Rural,Freehold,16720,14862,39,7656000,1148400,8000,8812400
CASE-2026-TR-03738,Kedah,Agriculture,Urban,Freehold,9921,2693,21,1387000,208000,8000,1603000
CASE-2026-TR-03739,Selangor,Agriculture,Suburban,Freehold,12638,3335,1,2598000,389700,8000,2995700
CASE-2026-TR-03740,Kelantan,Industry,Urban,Leasehold,14199,11149,16,23573000,3536000,8000,27117000
CASE-2026-TR-03741,Perak,Agriculture,Urban,Malay Reserve,16073,14202,6,6410000,961500,8000,7379500
CASE-2026-TR-03742,Pulau Pinang,Building,Suburban,Leasehold,1218,543,30,1706000,255900,8000,1969900
CASE-2026-TR-03743,Perak,Agriculture,Suburban,Freehold,19489,15509,39,6348000,952200,8000,7308200
CASE-2026-TR-03744,Kedah,Industry,Rural,Leasehold,2136,912,14,1498000,224700,8000,1730700
CASE-2026-TR-03745,Kedah,Agriculture,Suburban,Leasehold,10394,7092,38,3009000,451400,8000,3468400
CASE-2026-TR-03746,Pulau Pinang,Agriculture,Urban,Leasehold,9915,2381,15,2108000,316200,8000,2432200
CASE-2026-TR-03747,Wilayah Persekutuan Labuan,Agriculture,Suburban,Freehold,2665,2188,16,966000,144900,8000,1118900
CASE-2026-TR-03748,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Malay Reserve,1299,638,32,2790000,418500,8000,3216500
CASE-2026-TR-03749,Kedah,Building,Rural,Leasehold,2522,1347,19,3157000,473600,8000,3638600
CASE-2026-TR-03750,Melaka,Agriculture,Suburban,Leasehold,8917,2516,8,1513000,227000,8000,1748000
CASE-2026-TR-03751,Sabah,Building,Suburban,Freehold,2569,1835,12,5822000,873300,8000,6703300
CASE-2026-TR-03752,Selangor,Building,Urban,Leasehold,2049,1133,24,4826000,723900,8000,5557900
CASE-2026-TR-03753,Johor,Building,Suburban,Freehold,1969,1238,19,3785000,567800,8000,4360800
CASE-2026-TR-03754,Perak,Agriculture,Suburban,Freehold,7687,4970,8,2399000,359800,8000,2766800
CASE-2026-TR-03755,Wilayah Persekutuan Kuala Lumpur,Agriculture,Rural,Freehold,11064,3196,1,2309000,346400,8000,2663400
CASE-2026-TR-03756,Terengganu,Building,Rural,Freehold,2798,1853,21,3703000,555400,8000,4266400
CASE-2026-TR-03757,Johor,Industry,Urban,Freehold,4501,1640,30,4398000,659700,8000,5065700
CASE-2026-TR-03758,Johor,Agriculture,Rural,Freehold,2537,1411,1,635000,95200,8000,738200
CASE-2026-TR-03759,Kelantan,Agriculture,Suburban,Leasehold,2096,425,1,226000,33900,8000,267900
CASE-2026-TR-03760,Selangor,Building,Rural,Leasehold,505,133,8,434000,65100,8000,507100
CASE-2026-TR-03761,Selangor,Agriculture,Rural,Freehold,7078,3139,3,2161000,324200,8000,2493200
CASE-2026-TR-03762,Negeri Sembilan,Industry,Suburban,Leasehold,15712,7140,29,15339000,2300800,8000,17647800
CASE-2026-TR-03763,Negeri Sembilan,Agriculture,Suburban,Freehold,5384,4158,28,1883000,282400,8000,2173400
CASE-2026-TR-03764,Pahang,Agriculture,Suburban,Leasehold,2309,1040,23,492000,73800,8000,573800
CASE-2026-TR-03765,Selangor,Building,Urban,Leasehold,1398,906,21,3753000,563000,8000,4324000
