case_id,state,land_category,location_type,tenure_type,land_area_m2,acquisition_area_m2,building_age_years,market_value_myr,statutory_disturbance_myr,relocation_allowance_myr,recommended_compensation_myr
CASE-2026-NW-02664,Melaka,Agriculture,Suburban,Malay Reserve,2507,565,25,292000,43800,8000,343800
CASE-2026-NW-02665,Melaka,Building,Suburban,Malay Reserve,415,237,30,676000,101400,8000,785400
CASE-2026-NW-02666,Pulau Pinang,Agriculture,Urban,Leasehold,8518,3812,30,2750000,412500,8000,3170500
CASE-2026-NW-02667,Johor,Agriculture,Urban,Malay Reserve,10878,8649,0,5417000,812600,8000,6237600
CASE-2026-NW-02668,Kelantan,Agriculture,Rural,Freehold,2408,1380,22,531000,79600,8000,618600
CASE-2026-NW-02669,Negeri Sembilan,Industry,Suburban,Leasehold,22903,11294,4,26339000,3950800,8000,30297800
CASE-2026-NW-02670,Pulau Pinang,Agriculture,Suburban,Freehold,6451,5194,26,3445000,516800,8000,3969800
CASE-2026-NW-02671,Johor,Agriculture,Rural,Freehold,16306,10297,39,4683000,702400,8000,5393400
CASE-2026-NW-02672,Wilayah Persekutuan Kuala Lumpur,Industry,Rural,Leasehold,16736,10319,6,29504000,4425600,8000,33937600
CASE-2026-NW-02673,Pulau Pinang,Building,Urban,Leasehold,1368,969,38,3228000,484200,8000,3720200
CASE-2026-NW-02674,Kedah,Building,Urban,Malay Reserve,544,175,27,472000,70800,8000,550800
CASE-2026-NW-02675,Johor,Building,Urban,Leasehold,491,422,23,1215000,182200,8000,1405200
CASE-2026-NW-02676,Selangor,Agriculture,Urban,Freehold,14169,4894,23,4436000,665400,8000,5109400
CASE-2026-NW-02677,Pulau Pinang,Building,Suburban,Leasehold,2828,2500,1,9285000,1392800,8000,10685800
CASE-2026-NW-02678,Johor,Agriculture,Suburban,Freehold,15539,5361,6,3496000,524400,8000,4028400
CASE-2026-NW-02679,Kedah,Agriculture,Suburban,Leasehold,18617,9164,3,4507000,676000,8000,5191000
CASE-2026-NW-02680,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,18022,11102,30,9791000,1468600,8000,11267600
CASE-2026-NW-02681,Selangor,Agriculture,Suburban,Leasehold,12912,9383,23,5977000,896600,8000,6881600
CASE-2026-NW-02682,Johor,Industry,Rural,Freehold,4527,2510,5,5738000,860700,8000,6606700
CASE-2026-NW-02683,Pulau Pinang,Agriculture,Suburban,Freehold,14180,6403,29,4241000,636200,8000,4885200
CASE-2026-NW-02684,Pulau Pinang,Industry,Urban,Leasehold,10824,8617,6,26847000,4027000,8000,30882000
CASE-2026-NW-02685,Wilayah Persekutuan Labuan,Building,Suburban,Freehold,425,125,9,374000,56100,8000,438100
CASE-2026-NW-02686,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Freehold,541,207,28,1017000,152600,8000,1177600
CASE-2026-NW-02687,Selangor,Building,Urban,Leasehold,1568,1049,25,4168000,625200,8000,4801200
CASE-2026-NW-02688,Pulau Pinang,Agriculture,Urban,Malay Reserve,5224,1121,6,977000,146600,8000,1131600
CASE-2026-NW-02689,Sabah,Building,Urban,Freehold,2409,2047,24,6364000,954600,8000,7326600
CASE-2026-NW-02690,Pulau Pinang,Agriculture,Urban,Leasehold,16224,7605,3,6029000,904400,8000,6941400
CASE-2026-NW-02691,Johor,Building,Rural,Freehold,1593,661,6,2095000,314200,8000,2417200
CASE-2026-NW-02692,Pahang,Industry,Rural,Freehold,9703,8607,11,16273000,2441000,8000,18722000
CASE-2026-NW-02693,Selangor,Building,Urban,Leasehold,2305,739,5,3187000,478000,8000,3673000
CASE-2026-NW-02694,Melaka,Building,Urban,Leasehold,2497,2226,15,7204000,1080600,8000,8292600
CASE-2026-NW-02695,Terengganu,Building,Suburban,Leasehold,1060,698,21,1733000,260000,8000,2001000
CASE-2026-NW-02696,Perak,Building,Suburban,Leasehold,712,565,9,1458000,218700,8000,1684700
CASE-2026-NW-02697,Selangor,Agriculture,Urban,Freehold,11256,2771,38,2645000,396800,8000,3049800
CASE-2026-NW-02698,Selangor,Building,Suburban,Malay Reserve,714,534,15,1628000,244200,8000,1880200
CASE-2026-NW-02699,Pulau Pinang,Agriculture,Rural,Freehold,9047,5139,8,2839000,425800,8000,3272800
CASE-2026-NW-02700,Selangor,Building,Suburban,Freehold,414,381,28,1423000,213400,8000,1644400
CASE-2026-NW-02701,Selangor,Agriculture,Rural,Freehold,13359,9356,34,5131000,769600,8000,5908600
CASE-2026-NW-02702,Pahang,Building,Suburban,Freehold,2633,773,10,2484000,372600,8000,2864600
CASE-2026-NW-02703,Perak,Building,Urban,Leasehold,354,146,2,481000,72200,8000,561200
CASE-2026-NW-02704,Wilayah Persekutuan Kuala Lumpur,Industry,Urban,Leasehold,18801,15375,13,50154000,7523100,8000,57685100
CASE-2026-NW-02705,Selangor,Building,Rural,Freehold,785,588,3,1844000,276600,8000,2128600
CASE-2026-NW-02706,Kedah,Agriculture,Rural,Freehold,19137,3980,6,1961000,294200,8000,2263200
CASE-2026-NW-02707,Sabah,Agriculture,Urban,Malay Reserve,10755,6672,9,3714000,557100,8000,4279100
CASE-2026-NW-02708,Selangor,Building,Suburban,Malay Reserve,538,338,29,1145000,171800,8000,1324800
CASE-2026-NW-02709,Johor,Building,Urban,Freehold,510,218,9,832000,124800,8000,964800
CASE-2026-NW-02710,Melaka,Agriculture,Urban,Leasehold,15019,9376,38,5091000,763600,8000,5862600
CASE-2026-NW-02711,Selangor,Building,Urban,Malay Reserve,1479,626,34,2598000,389700,8000,2995700
CASE-2026-NW-02712,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Freehold,168,100,21,453000,68000,8000,529000
CASE-2026-NW-02713,Kedah,Building,Urban,Freehold,852,267,3,987000,148000,8000,1143000
CASE-2026-NW-02714,Negeri Sembilan,Agriculture,Rural,Leasehold,4000,822,12,399000,59800,8000,466800
CASE-2026-NW-02715,Perak,Building,Suburban,Malay Reserve,2824,2277,35,4360000,654000,8000,5022000
CASE-2026-NW-02716,Pulau Pinang,Building,Urban,Freehold,595,543,19,2234000,335100,8000,2577100
CASE-2026-NW-02717,Kedah,Agriculture,Urban,Freehold,2087,797,27,501000,75200,8000,584200
CASE-2026-NW-02718,Terengganu,Industry,Urban,Freehold,9320,7855,34,15888000,2383200,8000,18279200
CASE-2026-NW-02719,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,10467,5528,19,5666000,849900,8000,6523900
CASE-2026-NW-02720,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Freehold,697,378,3,1825000,273800,8000,2106800
CASE-2026-NW-02721,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Leasehold,821,776,34,2970000,445500,8000,3423500
CASE-2026-NW-02722,Kelantan,Building,Urban,Leasehold,1993,1165,36,2831000,424600,8000,3263600
CASE-2026-NW-02723,Pulau Pinang,Building,Urban,Freehold,2420,1203,30,5144000,771600,8000,5923600
CASE-2026-NW-02724,Negeri Sembilan,Building,Suburban,Freehold,1665,686,6,2471000,370600,8000,2849600
CASE-2026-NW-02725,Melaka,Industry,Urban,Leasehold,16487,10614,5,26228000,3934200,8000,30170200
CASE-2026-NW-02726,Kedah,Building,Urban,Freehold,2185,1153,15,3912000,586800,8000,4506800
CASE-2026-NW-02727,Perak,Building,Suburban,Freehold,1218,687,14,1863000,279400,8000,2150400
CASE-2026-NW-02728,Johor,Building,Urban,Malay Reserve,2918,2115,28,6026000,903900,8000,6937900
CASE-2026-NW-02729,Terengganu,Agriculture,Urban,Leasehold,8591,5039,37,2363000,354400,8000,2725400
CASE-2026-NW-02730,Perak,Building,Urban,Freehold,2193,1231,14,4330000,649500,8000,4987500
CASE-2026-NW-02731,Negeri Sembilan,Agriculture,Urban,Freehold,3315,1114,1,810000,121500,8000,939500
CASE-2026-NW-02732,Melaka,Agriculture,Urban,Freehold,3682,2870,18,1614000,242100,8000,1864100
CASE-2026-NW-02733,Terengganu,Building,Suburban,Freehold,2089,1374,38,3296000,494400,8000,3798400
CASE-2026-NW-02734,Wilayah Persekutuan Kuala Lumpur,Building,Rural,Freehold,1637,756,38,2173000,326000,8000,2507000
CASE-2026-NW-02735,Terengganu,Industry,Urban,Leasehold,12386,9502,28,18636000,2795400,8000,21439400
CASE-2026-NW-02736,Johor,Agriculture,Suburban,Freehold,19959,15110,19,8712000,1306800,8000,10026800
CASE-2026-NW-02737,Johor,Industry,Rural,Freehold,18672,10557,2,22811000,3421600,8000,26240600
CASE-2026-NW-02738,Johor,Building,Suburban,Freehold,508,428,15,1258000,188700,8000,1454700
CASE-2026-NW-02739,Sarawak,Agriculture,Urban,Freehold,6993,5963,5,3356000,503400,8000,3867400
CASE-2026-NW-02740,Kedah,Agriculture,Urban,Freehold,7573,2669,11,1700000,255000,8000,1963000
CASE-2026-NW-02741,Pulau Pinang,Building,Suburban,Freehold,2673,2307,8,7905000,1185800,8000,9098800
CASE-2026-NW-02742,Terengganu,Industry,Suburban,Leasehold,8591,3829,14,7928000,1189200,8000,9125200
CASE-2026-NW-02743,Terengganu,Building,Urban,Leasehold,1081,368,26,993000,149000,8000,1150000
CASE-2026-NW-02744,Johor,Agriculture,Rural,Freehold,9909,5789,22,3037000,455600,8000,3500600
CASE-2026-NW-02745,Perak,Agriculture,Suburban,Freehold,18396,5828,29,2706000,405900,8000,3119900
CASE-2026-NW-02746,Pulau Pinang,Agriculture,Rural,Leasehold,15838,13668,5,7152000,1072800,8000,8232800
CASE-2026-NW-02747,Terengganu,Agriculture,Suburban,Leasehold,18726,10511,7,4168000,625200,8000,4801200
CASE-2026-NW-02748,Melaka,Building,Suburban,Malay Reserve,2374,1115,21,3441000,516200,8000,3965200
CASE-2026-NW-02749,Melaka,Building,Suburban,Leasehold,2789,2551,27,6942000,1041300,8000,7991300
CASE-2026-NW-02750,Pulau Pinang,Agriculture,Urban,Freehold,17506,4694,0,4022000,603300,8000,4633300
CASE-2026-NW-02751,Melaka,Building,Suburban,Leasehold,381,179,34,444000,66600,8000,518600
CASE-2026-NW-02752,Pulau Pinang,Building,Suburban,Freehold,163,106,12,441000,66200,8000,515200
CASE-2026-NW-02753,Melaka,Building,Suburban,Freehold,2442,1424,12,4706000,705900,8000,5419900
CASE-2026-NW-02754,Selangor,Agriculture,Rural,Leasehold,16488,6240,3,4326000,648900,8000,4982900
CASE-2026-NW-02755,Selangor,Building,Rural,Freehold,425,256,24,734000,110100,8000,852100
CASE-2026-NW-02756,Selangor,Agriculture,Urban,Freehold,18944,15544,12,12978000,1946700,8000,14932700
CASE-2026-NW-02757,Johor,Agriculture,Urban,Leasehold,11486,5045,20,3500000,525000,8000,4033000
CASE-2026-NW-02758,Wilayah Persekutuan Labuan,Building,Rural,Freehold,637,261,26,737000,110600,8000,855600
CASE-2026-NW-02759,Sabah,Industry,Urban,Freehold,22843,9813,12,23778000,3566700,8000,27352700
CASE-2026-NW-02760,Selangor,Building,Suburban,Malay Reserve,2639,1772,9,6483000,972400,8000,7463400
CASE-2026-NW-02761,Negeri Sembilan,Building,Suburban,Leasehold,1937,1103,33,2491000,373600,8000,2872600
CASE-2026-NW-02762,Sarawak,Building,Urban,Leasehold,1450,572,23,1813000,272000,8000,2093000
CASE-2026-NW-02763,Melaka,Agriculture,Urban,Leasehold,18208,5532,1,3838000,575700,8000,4421700
CASE-2026-NW-02764,Sarawak,Agriculture,Rural,Leasehold,13960,11542,10,5008000,751200,8000,5767200
CASE-2026-NW-02765,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Leasehold,2331,1873,1,6947000,1042000,8000,7997000
CASE-2026-NW-02766,Selangor,Building,Suburban,Freehold,1537,914,4,3434000,515100,8000,3957100
CASE-2026-NW-02767,Melaka,Agriculture,Rural,Malay Reserve,19562,13883,29,5172000,775800,8000,5955800
CASE-2026-NW-02768,Pahang,Building,Rural,Freehold,2705,1033,30,2159000,323800,8000,2490800
CASE-2026-NW-02769,Melaka,Building,Urban,Freehold,725,423,30,1448000,217200,8000,1673200
CASE-2026-NW-02770,Melaka,Building,Rural,Leasehold,2518,2383,39,4713000,707000,8000,5428000
CASE-2026-NW-02771,Kedah,Agriculture,Urban,Leasehold,8640,4747,12,2639000,395800,8000,3042800
CASE-2026-NW-02772,Pulau Pinang,Building,Urban,Freehold,1588,1056,29,3824000,573600,8000,4405600
CASE-2026-NW-02773,Pulau Pinang,Agriculture,Urban,Freehold,2294,1128,35,908000,136200,8000,1052200
CASE-2026-NW-02774,Selangor,Agriculture,Urban,Freehold,15944,5913,15,5388000,808200,8000,6204200
CASE-2026-NW-02775,Melaka,Building,Urban,Leasehold,1651,1459,5,4712000,706800,8000,5426800
CASE-2026-NW-02776,Pahang,Agriculture,Suburban,Freehold,11825,3064,14,1521000,228200,8000,1757200
CASE-2026-NW-02777,Perak,Agriculture,Rural,Freehold,11096,7821,25,2634000,395100,8000,3037100
CASE-2026-NW-02778,Pahang,Agriculture,Urban,Leasehold,14594,8182,35,4286000,642900,8000,4936900
CASE-2026-NW-02779,Selangor,Building,Rural,Freehold,1475,536,7,2059000,308800,8000,2375800
CASE-2026-NW-02780,Negeri Sembilan,Agriculture,Suburban,Leasehold,7041,2750,24,1484000,222600,8000,1714600
CASE-2026-NW-02781,Kedah,Agriculture,Rural,Malay Reserve,4428,1701,4,760000,114000,8000,882000
CASE-2026-NW-02782,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,2016,1833,25,6413000,962000,8000,7383000
CASE-2026-NW-02783,Terengganu,Agriculture,Suburban,Leasehold,15137,13228,33,4850000,727500,8000,5585500
CASE-2026-NW-02784,Selangor,Agriculture,Suburban,Malay Reserve,13554,6762,29,4183000,627400,8000,4818400
CASE-2026-NW-02785,Selangor,Building,Rural,Leasehold,694,212,3,679000,101800,8000,788800
CASE-2026-NW-02786,Kelantan,Building,Urban,Malay Reserve,2898,2502,35,5976000,896400,8000,6880400
CASE-2026-NW-02787,Perak,Building,Urban,Freehold,891,437,9,1314000,197100,8000,1519100
CASE-2026-NW-02788,Pulau Pinang,Agriculture,Suburban,Malay Reserve,6397,3011,39,1848000,277200,8000,2133200
CASE-2026-NW-02789,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Malay Reserve,13168,11366,14,7312000,1096800,8000,8416800
CASE-2026-NW-02790,Pulau Pinang,Agriculture,Suburban,Freehold,4815,1558,22,1116000,167400,8000,1291400
CASE-2026-NW-02791,Johor,Building,Suburban,Freehold,486,371,10,1251000,187600,8000,1446600
CASE-2026-NW-02792,Johor,Building,Suburban,Freehold,295,93,38,290000,43500,8000,341500
CASE-2026-NW-02793,Kelantan,Agriculture,Urban,Freehold,10437,6507,38,3001000,450200,8000,3459200
CASE-2026-NW-02794,Selangor,Agriculture,Urban,Freehold,3400,1527,11,1379000,206800,8000,1593800
CASE-2026-NW-02795,Selangor,Building,Rural,Freehold,695,629,13,2039000,305800,8000,2352800
CASE-2026-NW-02796,Johor,Building,Rural,Freehold,2333,1422,23,3954000,593100,8000,4555100
CASE-2026-NW-02797,Sarawak,Agriculture,Suburban,Freehold,16998,11977,6,6032000,904800,8000,6944800
CASE-2026-NW-02798,Terengganu,Agriculture,Suburban,Freehold,6103,3251,15,1410000,211500,8000,1629500
CASE-2026-NW-02799,Terengganu,Industry,Urban,Freehold,22952,12444,5,30166000,4524900,8000,34698900
CASE-2026-NW-02800,Pahang,Building,Urban,Freehold,1739,1438,36,3713000,557000,8000,4278000
CASE-2026-NW-02801,Terengganu,Agriculture,Suburban,Leasehold,9714,5928,3,3034000,455100,8000,3497100
CASE-2026-NW-02802,Selangor,Building,Suburban,Leasehold,1260,766,18,2898000,434700,8000,3340700
CASE-2026-NW-02803,Pahang,Agriculture,Suburban,Leasehold,3970,1944,38,933000,140000,8000,1081000
CASE-2026-NW-02804,Selangor,Building,Urban,Leasehold,2207,1986,25,7896000,1184400,8000,9088400
CASE-2026-NW-02805,Terengganu,Building,Urban,Leasehold,1448,890,38,2240000,336000,8000,2584000
CASE-2026-NW-02806,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,252,107,38,436000,65400,8000,509400
CASE-2026-NW-02807,Terengganu,Industry,Urban,Leasehold,11719,10744,30,20545000,3081800,8000,23634800
CASE-2026-NW-02808,Wilayah Persekutuan Kuala Lumpur,Building,Suburban,Freehold,1779,527,18,2512000,376800,8000,2896800
CASE-2026-NW-02809,Pulau Pinang,Building,Urban,Freehold,2083,607,1,2908000,436200,8000,3352200
CASE-2026-NW-02810,Melaka,Building,Suburban,Leasehold,2687,1059,38,2706000,405900,8000,3119900
CASE-2026-NW-02811,Pulau Pinang,Building,Urban,Freehold,433,161,7,781000,117200,8000,906200
CASE-2026-NW-02812,Selangor,Agriculture,Suburban,Leasehold,17581,7456,26,5029000,754400,8000,5791400
CASE-2026-NW-02813,Perak,Building,Suburban,Leasehold,2039,874,32,2276000,341400,8000,2625400
CASE-2026-NW-02814,Selangor,Building,Urban,Freehold,751,696,19,2708000,406200,8000,3122200
CASE-2026-NW-02815,Melaka,Building,Urban,Freehold,379,122,20,460000,69000,8000,537000
CASE-2026-NW-02816,Wilayah Persekutuan Kuala Lumpur,Agriculture,Suburban,Leasehold,13007,8878,14,5747000,862000,8000,6617000
CASE-2026-NW-02817,Selangor,Building,Suburban,Freehold,1141,297,20,1332000,199800,8000,1539800
CASE-2026-NW-02818,Negeri Sembilan,Industry,Suburban,Leasehold,9759,2743,8,6320000,948000,8000,7276000
CASE-2026-NW-02819,Negeri Sembilan,Building,Urban,Leasehold,462,395,29,1244000,186600,8000,1438600
CASE-2026-NW-02820,Negeri Sembilan,Agriculture,Suburban,Freehold,8010,6768,23,3179000,476800,8000,3663800
CASE-2026-NW-02821,Sabah,Agriculture,Rural,Leasehold,9100,6261,34,2227000,334000,8000,2569000
CASE-2026-NW-02822,Kedah,Building,Suburban,Freehold,2218,1733,13,4694000,704100,8000,5406100
CASE-2026-NW-02823,Wilayah Persekutuan Labuan,Building,Suburban,Freehold,2346,1663,1,6134000,920100,8000,7062100
CASE-2026-NW-02824,Wilayah Persekutuan Kuala Lumpur,Building,Rural,Leasehold,1497,1198,9,3683000,552400,8000,4243400
CASE-2026-NW-02825,Johor,Building,Urban,Freehold,1489,1060,25,4075000,611200,8000,4694200
CASE-2026-NW-02826,Selangor,Agriculture,Suburban,Freehold,3775,2783,5,1884000,282600,8000,2174600
CASE-2026-NW-02827,Perak,Building,Urban,Leasehold,619,392,16,1159000,173800,8000,1340800
CASE-2026-NW-02828,Sabah,Building,Suburban,Malay Reserve,713,448,12,1105000,165800,8000,1278800
CASE-2026-NW-02829,Selangor,Agriculture,Suburban,Leasehold,2169,545,18,441000,66200,8000,515200
CASE-2026-NW-02830,Pulau Pinang,Building,Suburban,Leasehold,376,270,8,943000,141400,8000,1092400
CASE-2026-NW-02831,Kedah,Building,Rural,Freehold,784,418,8,1186000,177900,8000,1371900
CASE-2026-NW-02832,Pahang,Building,Rural,Leasehold,1503,1323,30,2510000,376500,8000,2894500
CASE-2026-NW-02833,Selangor,Building,Rural,Leasehold,969,743,20,2395000,359200,8000,2762200
CASE-2026-NW-02834,Negeri Sembilan,Building,Suburban,Freehold,2773,1197,14,3350000,502500,8000,3860500
CASE-2026-NW-02835,Pulau Pinang,Building,Suburban,Freehold,2447,674,12,2971000,445600,8000,3424600
CASE-2026-NW-02836,Johor,Building,Rural,Freehold,2651,1627,8,4236000,635400,8000,4879400
CASE-2026-NW-02837,Melaka,Building,Suburban,Freehold,2033,687,10,2482000,372300,8000,2862300
CASE-2026-NW-02838,Kedah,Building,Urban,Freehold,1036,876,23,2620000,393000,8000,3021000
CASE-2026-NW-02839,Wilayah Persekutuan Putrajaya,Building,Urban,Freehold,1450,659,36,2792000,418800,8000,3218800
CASE-2026-NW-02840,Kedah,Agriculture,Suburban,Leasehold,3544,2255,9,1057000,158600,8000,1223600
CASE-2026-NW-02841,Selangor,Industry,Suburban,Leasehold,14595,13539,34,32243000,4836400,8000,37087400
CASE-2026-NW-02842,Johor,Agriculture,Urban,Leasehold,13751,5833,8,3753000,563000,8000,4324000
CASE-2026-NW-02843,Kelantan,Agriculture,Suburban,Freehold,13784,4818,4,2465000,369800,8000,2842800
CASE-2026-NW-02844,Selangor,Building,Suburban,Freehold,1806,1354,24,4761000,714200,8000,5483200
CASE-2026-NW-02845,Johor,Building,Suburban,Freehold,856,313,11,1173000,176000,8000,1357000
CASE-2026-NW-02846,Selangor,Agriculture,Suburban,Freehold,4751,1708,9,1336000,200400,8000,1544400
CASE-2026-NW-02847,Johor,Agriculture,Suburban,Freehold,11055,9637,25,5351000,802600,8000,6161600
CASE-2026-NW-02848,Melaka,Building,Urban,Freehold,2817,1169,1,4144000,621600,8000,4773600
CASE-2026-NW-02849,Johor,Industry,Suburban,Leasehold,11195,8814,28,19839000,2975800,8000,22822800
CASE-2026-NW-02850,Johor,Agriculture,Suburban,Freehold,19921,17561,13,11087000,1663000,8000,12758000
CASE-2026-NW-02851,Melaka,Agriculture,Suburban,Leasehold,19431,10711,3,5896000,884400,8000,6788400
CASE-2026-NW-02852,Pulau Pinang,Agriculture,Suburban,Leasehold,7130,2442,8,1781000,267200,8000,2056200
CASE-2026-NW-02853,Kedah,Agriculture,Rural,Freehold,9516,5024,19,1978000,296700,8000,2282700
CASE-2026-NW-02854,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Leasehold,774,237,9,1269000,190400,8000,1467400
CASE-2026-NW-02855,Pulau Pinang,Building,Rural,Freehold,2948,1698,31,4924000,738600,8000,5670600
CASE-2026-NW-02856,Pulau Pinang,Building,Suburban,Freehold,2028,1001,6,3586000,537900,8000,4131900
CASE-2026-NW-02857,Selangor,Agriculture,Suburban,Freehold,11027,2622,1,2056000,308400,8000,2372400
CASE-2026-NW-02858,Johor,Agriculture,Suburban,Malay Reserve,6437,5786,21,3096000,464400,8000,3568400
CASE-2026-NW-02859,Melaka,Building,Suburban,Leasehold,2896,2667,13,7940000,1191000,8000,9139000
CASE-2026-NW-02860,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Freehold,2638,1013,23,4897000,734600,8000,5639600
CASE-2026-NW-02861,Pulau Pinang,Building,Urban,Malay Reserve,2318,1639,21,5533000,830000,8000,6371000
CASE-2026-NW-02862,Terengganu,Building,Urban,Malay Reserve,2947,1108,31,2820000,423000,8000,3251000
CASE-2026-NW-02863,Kedah,Building,Rural,Freehold,1841,1659,27,3407000,511000,8000,3926000
CASE-2026-NW-02864,Melaka,Building,Suburban,Leasehold,704,368,33,982000,147300,8000,1137300
CASE-2026-NW-02865,Perak,Agriculture,Urban,Leasehold,3930,3389,37,1437000,215600,8000,1660600
CASE-2026-NW-02866,Melaka,Agriculture,Suburban,Leasehold,15683,10511,5,6182000,927300,8000,7117300
CASE-2026-NW-02867,Selangor,Building,Urban,Malay Reserve,1003,732,17,3153000,473000,8000,3634000
CASE-2026-NW-02868,Wilayah Persekutuan Kuala Lumpur,Agriculture,Urban,Freehold,18078,11433,13,11867000,1780000,8000,13655000
CASE-2026-NW-02869,Kelantan,Industry,Suburban,Leasehold,9661,4145,28,7668000,1150200,8000,8826200
CASE-2026-NW-02870,Pulau Pinang,Building,Urban,Freehold,2587,762,17,3652000,547800,8000,4207800
CASE-2026-NW-02871,Terengganu,Agriculture,Urban,Freehold,10757,6605,22,3471000,520600,8000,3999600
CASE-2026-NW-02872,Selangor,Agriculture,Rural,Freehold,15083,6968,13,4193000,629000,8000,4830000
CASE-2026-NW-02873,Pulau Pinang,Building,Urban,Freehold,2796,1100,22,4917000,737600,8000,5662600
CASE-2026-NW-02874,Sarawak,Building,Rural,Freehold,741,359,30,823000,123400,8000,954400
CASE-2026-NW-02875,Kelantan,Building,Suburban,Leasehold,1144,361,32,750000,112500,8000,870500
CASE-2026-NW-02876,Kedah,Industry,Suburban,Leasehold,4026,1989,10,4499000,674800,8000,5181800
CASE-2026-NW-02877,Selangor,Building,Suburban,Freehold,454,419,38,1273000,191000,8000,1472000
CASE-2026-NW-02878,Johor,Building,Rural,Leasehold,187,146,30,356000,53400,8000,417400
CASE-2026-NW-02879,Terengganu,Agriculture,Urban,Freehold,17963,14211,12,7508000,1126200,8000,8642200
CASE-2026-NW-02880,Selangor,Building,Rural,Malay Reserve,2550,943,23,2922000,438300,8000,3368300
CASE-2026-NW-02881,Pulau Pinang,Agriculture,Suburban,Freehold,15925,7299,11,5143000,771400,8000,5922400
CASE-2026-NW-02882,Pahang,Industry,Urban,Freehold,21481,13635,8,38535000,5780200,8000,44323200
CASE-2026-NW-02883,Melaka,Building,Rural,Freehold,705,417,34,1009000,151400,8000,1168400
CASE-2026-NW-02884,Terengganu,Building,Urban,Leasehold,241,147,16,383000,57400,8000,448400
CASE-2026-NW-02885,Johor,Agriculture,Rural,Freehold,5634,4012,12,2032000,304800,8000,2344800
CASE-2026-NW-02886,Negeri Sembilan,Industry,Suburban,Freehold,13110,10952,3,22719000,3407800,8000,26134800
CASE-2026-NW-02887,Wilayah Persekutuan Kuala Lumpur,Building,Urban,Leasehold,2540,1788,2,8389000,1258400,8000,9655400
CASE-2026-NW-02888,Wilayah Persekutuan Labuan,Building,Suburban,Leasehold,2827,1199,5,3414000,512100,8000,3934100
CASE-2026-NW-02889,Selangor,Agriculture,Urban,Freehold,4502,1497,39,1318000,197700,8000,1523700
CASE-2026-NW-02890,Kelantan,Agriculture,Urban,Leasehold,15928,7884,38,4043000,606400,8000,4657400
CASE-2026-NW-02891,Kelantan,Agriculture,Urban,Leasehold,14476,10868,5,6138000,920700,8000,7066700
CASE-2026-NW-02892,Selangor,Building,Suburban,Freehold,2731,2529,39,7409000,1111400,8000,8528400
CASE-2026-NW-02893,Kedah,Building,Rural,Freehold,347,244,35,519000,77800,8000,604800
CASE-2026-NW-02894,Kedah,Building,Rural,Freehold,1893,964,9,2811000,421600,8000,3240600
CASE-2026-NW-02895,Kelantan,Agriculture,Urban,Malay Reserve,5500,2782,39,1194000,179100,8000,1381100
CASE-2026-NW-02896,Kedah,Building,Rural,Freehold,1383,672,20,1735000,260200,8000,2003200
CASE-2026-NW-02897,Wilayah Persekutuan Kuala Lumpur,Agriculture,Rural,Leasehold,11273,4387,13,3149000,472400,8000,3629400
CASE-2026-NW-02898,Johor,Building,Rural,Freehold,857,686,10,2026000,303900,8000,2337900
CASE-2026-NW-02899,Selangor,Building,Suburban,Freehold,1984,1680,13,6533000,980000,8000,7521000
CASE-2026-NW-02900,Wilayah Persekutuan Putrajaya,Agriculture,Suburban,Malay Reserve,10872,8189,36,4380000,657000,8000,5045000
CASE-2026-NW-02901,Terengganu,Agriculture,Urban,Leasehold,5762,3933,2,2047000,307000,8000,2362000
CASE-2026-NW-02902,Kedah,Industry,Rural,Freehold,17850,6299,3,13389000,2008400,8000,15405400
CASE-2026-NW-02903,Kedah,Agriculture,Rural,Freehold,11439,9671,38,3611000,541600,8000,4160600
CASE-2026-NW-02904,Kelantan,Building,Suburban,Leasehold,639,464,31,1107000,166000,8000,1281000
CASE-2026-NW-02905,Wilayah Persekutuan Labuan,Building,Suburban,Freehold,680,536,12,1343000,201400,8000,1552400
CASE-2026-NW-02906,Pulau Pinang,Agriculture,Suburban,Leasehold,6399,4271,6,2907000,436000,8000,3351000
CASE-2026-NW-02907,Selangor,Building,Suburban,Leasehold,795,414,14,1690000,253500,8000,1951500
CASE-2026-NW-02908,Johor,Building,Rural,Freehold,541,286,36,806000,120900,8000,934900
CASE-2026-NW-02909,Melaka,Agriculture,Rural,Malay Reserve,18450,10327,4,5155000,773200,8000,5936200
CASE-2026-NW-02910,Kelantan,Agriculture,Rural,Freehold,16407,6422,30,2315000,347200,8000,2670200
CASE-2026-NW-02911,Pahang,Building,Rural,Freehold,2647,1548,19,3653000,548000,8000,4209000
